=== LAP SUMMARY ===
Lap,Lap Time,Sector 1,Sector 2,Sector 3,Max Speed (km/h),Avg Speed (km/h),Max Throttle (%),Max Brake (%),Max RPM,Avg RPM,ABS Events,TC Events
1,1:29.898,0:30.000,0:30.000,0:29.898,285.5,192.2,100.0,99.2,7962,5911,142,371
2,1:30.050,--:--.---,--:--.---,1:30.050,220.6,220.6,72.2,0.0,6777,6777,0,0
2,1:29.988,0:30.000,0:30.000,0:29.988,288.5,198.7,100.0,99.5,8000,6027,137,392


=== RAW TELEMETRY ===
lap,dist_m,lap_time,speed_kmh,throttle_%,brake_%,steer_deg,rpm,gear,abs_%,tc_%
1,4130.1,1:14.341,177.1,80.2,0.0,72.26,6035,4,0.0,10.0
1,4135.7,1:14.442,176.1,81.2,0.0,69.96,5994,4,0.0,10.0
1,4141.4,1:14.545,174.9,82.2,0.0,67.3,5936,4,0.0,10.0
1,4149.8,1:14.697,173.0,83.8,0.0,62.81,5823,4,0.0,10.0
1,4155.5,1:14.799,171.7,84.8,0.0,59.43,5732,4,0.0,10.0
1,4161.2,1:14.902,170.3,85.9,0.0,55.74,5633,4,0.0,10.0
1,4169.7,1:15.054,168.2,87.4,0.0,49.78,5477,4,0.0,10.0
1,4175.3,1:15.156,166.7,88.5,0.0,45.45,5372,4,0.0,10.0
1,4183.8,1:15.309,164.6,90.0,0.0,38.52,5222,4,0.0,10.0
1,4189.6,1:15.412,163.2,90.9,0.0,33.56,5132,4,0.0,10.0
1,4195.2,1:15.513,161.8,91.9,0.0,28.5,5054,4,0.0,10.0
1,4203.7,1:15.667,160.0,93.3,0.0,20.43,4963,4,0.0,10.0
1,4209.3,1:15.768,158.8,94.1,0.0,14.93,4922,4,0.0,10.0
1,4217.9,1:15.922,157.3,95.3,0.0,6.29,4895,4,0.0,10.0
1,4223.6,1:16.024,156.4,96.0,0.0,0.42,4899,4,0.0,10.0
1,4229.2,1:16.125,155.7,96.7,0.0,-5.48,4921,3,0.0,10.0
1,4237.7,1:16.279,154.9,97.6,0.0,-14.6,4982,3,0.0,10.0
1,4243.4,1:16.381,154.5,98.2,0.0,-20.69,5040,3,0.0,10.0
1,4251.9,1:16.535,154.2,98.9,0.0,-29.9,5146,3,0.0,10.0
1,4257.6,1:16.636,154.2,99.2,0.0,-35.93,5225,3,0.0,10.0
1,4263.3,1:16.739,154.3,99.5,0.0,-42.02,5307,3,0.0,10.0
1,4271.7,1:16.891,154.7,99.8,0.0,-50.9,5428,3,0.0,10.0
1,4277.4,1:16.993,155.2,100.0,0.0,-56.73,5503,3,0.0,10.0
1,4285.9,1:17.146,156.1,100.0,0.0,-65.25,5600,4,0.0,10.0
1,4291.6,1:17.248,156.8,99.9,0.0,-70.75,5650,4,0.0,10.0
1,4297.2,1:17.350,157.5,99.8,0.0,-76.08,5687,4,0.0,10.0
1,4305.8,1:17.504,158.8,99.4,0.0,-83.76,5715,4,0.0,10.0
1,4311.4,1:17.605,159.7,99.1,0.0,-88.53,5715,4,0.0,10.0
1,4319.8,1:17.757,161.0,98.5,0.0,-95.28,5686,4,0.0,10.0
1,4325.6,1:17.860,161.9,98.0,0.0,-99.53,5651,4,0.0,10.0
1,4331.2,1:17.961,162.8,97.5,0.0,-103.43,5603,4,0.0,10.0
1,4339.7,1:18.115,164.0,96.6,0.0,-108.84,5516,4,0.0,10.0
1,4345.3,1:18.216,164.8,95.9,0.0,-112.02,5450,4,0.0,10.0
1,4353.8,1:18.369,165.7,94.7,0.0,-116.25,5348,4,0.0,10.0
1,4359.6,1:18.472,166.2,93.9,0.0,-118.7,5282,4,0.0,10.0
1,4368.0,1:18.624,166.8,92.6,0.0,-121.71,5192,4,0.0,10.0
1,4373.7,1:18.727,167.0,91.6,0.0,-123.32,5142,4,0.0,10.0
1,4379.4,1:18.829,167.2,90.7,0.0,-124.59,5104,4,0.0,10.0
1,4387.9,1:18.982,167.1,89.2,0.0,-125.87,5069,4,0.0,10.0
1,4393.6,1:19.085,166.9,88.2,0.0,-126.31,5063,4,0.0,10.0
1,4399.2,1:19.186,166.6,87.2,0.0,-126.42,5070,4,0.0,10.0
1,4407.8,1:19.340,166.0,85.6,0.0,-125.98,5106,4,0.0,10.0
1,4413.4,1:19.441,165.4,84.5,0.0,-125.31,5145,4,0.0,10.0
1,4421.8,1:19.593,164.4,83.0,0.0,-123.73,5222,4,0.0,10.0
1,4427.6,1:19.696,163.7,81.9,0.0,-122.3,5282,4,0.0,10.0
1,4433.2,1:19.797,162.8,80.9,0.0,-120.63,5346,4,0.0,10.0
1,4441.7,1:19.951,161.6,79.4,0.0,-117.59,5442,4,0.0,10.0
1,4447.3,1:20.052,160.7,78.5,0.0,-115.3,5503,4,0.0,10.0
1,4455.9,1:20.206,159.4,77.1,0.0,-111.39,5583,4,0.0,10.0
1,4461.6,1:20.308,158.5,76.2,0.0,-108.55,5624,4,0.0,10.0
1,4467.2,1:20.409,157.7,75.4,0.0,-105.57,5654,4,0.0,10.0
1,4475.7,1:20.563,156.7,74.2,0.0,-100.72,5674,4,0.0,0.0
1,4481.3,1:20.664,156.1,73.5,0.0,-97.37,5669,4,0.0,0.0
1,4489.9,1:20.818,155.4,72.6,0.0,-92.08,5636,3,0.0,0.0
1,4495.5,1:20.919,207.3,65.9,34.1,-88.5,6526,4,0.0,0.0
1,4501.2,1:21.021,203.9,64.2,35.8,-84.84,6418,4,0.0,0.0
1,4509.7,1:21.175,198.7,61.7,38.3,-79.24,6234,4,0.0,0.0
1,4515.3,1:21.276,195.3,60.1,39.9,-75.57,6102,4,0.0,0.0
1,4523.9,1:21.430,190.0,57.6,42.4,-70.01,5892,4,0.0,0.0
1,4529.5,1:21.531,186.6,56.0,44.0,-66.42,5752,4,0.0,0.0
1,4535.2,1:21.634,183.1,54.3,45.7,-62.83,5612,4,0.0,0.0
1,4543.7,1:21.787,178.0,51.8,48.2,-57.67,5416,4,0.0,0.0
1,4549.3,1:21.888,174.6,50.2,49.8,-54.4,5296,4,0.0,0.0
1,4557.9,1:22.042,169.3,47.7,52.3,-49.69,5139,4,0.0,0.0
1,4563.5,1:22.143,165.9,46.1,53.9,-46.79,5054,4,0.0,0.0
1,4572.1,1:22.297,160.7,43.6,56.4,-42.72,4953,4,0.0,0.0
1,4577.7,1:22.398,157.3,41.9,58.1,-40.28,4906,4,0.0,0.0
1,4586.2,1:22.552,152.1,39.4,60.6,-36.98,4863,3,28.4,0.0
1,4591.9,1:22.654,148.6,37.8,62.2,-35.07,4852,3,24.2,0.0
1,4600.4,1:22.807,143.5,35.3,64.7,-32.66,4856,3,19.2,0.0
1,4606.1,1:22.910,140.0,33.6,66.4,-31.35,4868,3,22.2,0.0
1,4611.7,1:23.011,136.6,32.0,68.0,-30.32,4886,3,30.8,0.0
1,4620.3,1:23.165,131.3,29.5,70.5,-29.23,4913,3,46.3,0.0
1,4625.9,1:23.266,127.9,27.9,72.1,-28.85,4928,3,51.8,0.0
1,4634.4,1:23.420,122.7,25.4,74.6,-28.76,4937,3,49.3,0.0
1,4640.1,1:23.522,119.3,23.7,76.3,-29.02,4931,3,44.6,0.0
1,4648.6,1:23.674,114.1,21.3,78.7,-29.9,4899,3,43.8,0.0
1,4654.3,1:23.777,110.6,19.6,80.4,-30.82,4858,3,50.6,0.0
1,4662.7,1:23.929,105.5,17.2,82.8,-32.62,4768,3,66.3,0.0
1,4668.4,1:24.031,102.0,15.5,84.5,-34.11,4688,2,73.9,0.0
1,4674.0,1:24.132,103.4,16.1,83.9,-35.81,4678,2,71.3,0.0
1,4682.6,1:24.286,108.6,18.6,81.4,-38.8,4694,3,56.4,0.0
1,4688.2,1:24.387,112.0,20.3,79.7,-40.99,4691,3,47.1,0.0
1,4696.7,1:24.541,117.2,22.8,77.2,-44.67,4672,3,43.0,0.0
1,4702.3,1:24.642,120.6,24.4,75.6,-47.27,4654,3,46.8,0.0
1,4710.8,1:24.795,125.8,26.9,73.1,-51.45,4627,3,52.4,0.0
1,4716.6,1:24.898,129.3,28.5,71.5,-54.41,4614,3,50.2,0.0
1,4725.0,1:25.050,134.4,31.0,69.0,-58.93,4608,3,37.0,0.0
1,4730.7,1:25.153,137.9,32.7,67.3,-62.07,4618,3,26.6,0.0
1,4736.4,1:25.255,141.4,34.3,65.7,-65.22,4640,3,20.2,0.0
1,4744.9,1:25.408,146.5,36.8,63.2,-69.97,4702,3,21.7,0.0
1,4750.6,1:25.511,150.0,38.5,61.5,-73.15,4764,3,26.5,0.0
1,4759.1,1:25.663,155.2,40.9,59.1,-77.78,4884,3,0.0,0.0
1,4764.8,1:25.766,158.7,42.6,57.4,-80.83,4984,4,0.0,0.0
1,4773.2,1:25.918,163.8,45.1,54.9,-85.17,5156,4,0.0,0.0
1,4778.9,1:26.021,167.3,46.7,53.3,-87.96,5285,4,0.0,0.0
1,4787.4,1:26.173,172.4,49.2,50.8,-91.82,5490,4,0.0,0.0
1,4793.1,1:26.275,175.9,50.8,49.2,-94.21,5630,4,0.0,0.0
1,4801.6,1:26.429,181.1,53.3,46.7,-97.45,5841,4,0.0,0.0
1,4807.3,1:26.531,184.5,55.0,45.0,-99.34,5975,4,0.0,0.0
1,4813.0,1:26.634,188.0,56.6,43.4,-101.01,6101,4,0.0,0.0
1,4821.4,1:26.786,193.2,59.1,40.9,-103.03,6269,4,0.0,0.0
1,4827.2,1:26.889,196.7,60.8,39.2,-104.06,6365,4,0.0,0.0
1,4835.6,1:27.041,201.8,63.2,36.8,-105.07,6480,4,0.0,0.0
1,4841.3,1:27.144,205.3,64.9,35.1,-105.39,6537,4,0.0,0.0
1,4849.8,1:27.296,194.9,96.4,0.0,-105.3,6317,4,0.0,10.0
1,4855.4,1:27.398,196.7,95.7,0.0,-104.85,6308,4,0.0,10.0
1,4864.0,1:27.552,199.5,94.5,0.0,-103.58,6270,4,0.0,10.0
1,4869.6,1:27.653,201.3,93.7,0.0,-102.34,6233,4,0.0,10.0
1,4875.3,1:27.756,203.1,92.8,0.0,-100.76,6189,4,0.0,10.0
1,4883.8,1:27.908,205.7,91.4,0.0,-97.82,6117,4,0.0,12.9
1,4889.4,1:28.010,207.4,90.5,0.0,-95.45,6068,4,0.0,19.3
1,4898.0,1:28.164,209.8,89.0,0.0,-91.27,6001,5,0.0,25.6
1,4903.6,1:28.265,211.2,87.9,0.0,-88.15,5965,5,0.0,26.6
1,4912.2,1:28.419,213.2,86.4,0.0,-82.83,5929,5,0.0,23.3
1,4917.8,1:28.520,214.4,85.3,0.0,-78.99,5919,5,0.0,18.6
1,4926.3,1:28.674,215.9,83.8,0.0,-72.62,5930,5,0.0,10.0
1,4931.9,1:28.775,216.7,82.7,0.0,-68.12,5954,5,0.0,10.0
1,4940.5,1:28.929,217.7,81.2,0.0,-60.82,6014,5,0.0,10.0
1,4946.2,1:29.031,218.2,80.2,0.0,-55.7,6069,5,0.0,10.0
1,4954.6,1:29.183,218.8,78.7,0.0,-47.72,6170,5,0.0,10.0
1,4960.3,1:29.286,219.0,77.8,0.0,-42.09,6246,5,0.0,10.0
1,4966.0,1:29.388,219.1,76.9,0.0,-36.37,6325,5,0.0,10.0
1,4974.4,1:29.540,219.2,75.6,0.0,-27.6,6445,5,0.0,13.2
1,4980.2,1:29.643,219.1,74.8,0.0,-21.52,6521,5,0.0,0.0
1,4988.6,1:29.795,218.9,73.7,0.0,-12.42,6623,5,0.0,0.0
1,4994.3,1:29.898,218.7,73.0,0.0,-6.19,6679,5,0.0,0.0
2,5000.0,1:30.050,220.6,72.2,0.0,-0.0,6777,5,0.0,0.0
2,8.5,0:00.153,220.3,71.4,0.0,9.28,6806,5,0.0,0.0
2,14.2,0:00.255,220.2,71.0,0.0,15.43,6806,5,0.0,0.0
2,22.7,0:00.409,220.2,70.5,0.0,24.6,6779,5,0.0,0.0
2,31.2,0:00.561,220.3,70.2,0.0,33.45,6722,5,0.0,0.0
2,36.9,0:00.664,220.5,70.1,0.0,39.3,6670,5,0.0,0.0
2,42.6,0:00.766,220.8,70.0,0.0,44.96,6609,5,0.0,0.0
2,51.1,0:00.919,221.5,70.1,0.0,53.12,6509,5,0.0,0.0
2,56.7,0:01.021,222.1,70.2,0.0,58.34,6441,5,0.0,0.0
2,62.4,0:01.124,222.9,70.4,0.0,63.39,6375,5,0.0,0.0
2,70.9,0:01.276,224.3,70.8,0.0,70.42,6287,5,0.0,0.0
2,76.6,0:01.378,196.3,59.5,40.5,74.84,5726,4,0.0,0.0
2,82.2,0:01.480,191.5,57.3,42.7,78.99,5585,4,0.0,0.0
2,90.7,0:01.632,184.4,53.9,46.1,84.67,5399,4,0.0,0.0
2,96.4,0:01.735,179.6,51.6,48.4,88.15,5291,4,0.0,0.0
2,102.1,0:01.837,174.8,49.3,50.7,91.3,5201,4,0.0,0.0
2,110.6,0:01.990,167.6,45.9,54.1,95.45,5095,4,0.0,0.0
2,116.3,0:02.093,162.7,43.6,56.4,97.84,5042,4,0.0,0.0
2,124.8,0:02.246,155.5,40.2,59.8,100.79,4990,3,0.0,0.0
2,130.4,0:02.348,150.8,38.0,62.0,102.36,4968,3,15.4,0.0
2,136.2,0:02.451,145.9,35.7,64.3,103.61,4955,3,18.0,0.0
2,144.6,0:02.603,138.8,32.3,67.7,104.86,4945,3,32.2,0.0
2,150.3,0:02.706,133.9,30.0,70.0,105.31,4939,3,43.9,0.0
2,158.8,0:02.858,126.8,26.6,73.4,105.39,4927,3,53.7,0.0
2,164.4,0:02.960,122.0,24.4,75.6,105.07,4909,3,53.0,0.0
2,170.2,0:03.063,117.2,22.1,77.9,104.45,4881,3,49.4,0.0
2,178.7,0:03.216,110.0,18.7,81.3,103.0,4818,3,48.4,0.0
2,184.4,0:03.319,105.1,16.4,83.6,101.7,4756,3,55.0,0.0
2,190.1,0:03.421,100.3,14.1,85.9,100.15,4680,2,66.1,0.0
2,198.6,0:03.575,93.1,10.7,89.3,97.37,4535,2,81.9,0.0
2,204.2,0:03.676,88.4,8.5,91.5,95.29,4421,2,86.1,0.0
2,209.9,0:03.779,83.5,6.2,93.8,92.97,4291,2,84.7,0.0
2,218.4,0:03.931,76.4,2.8,97.2,89.22,4075,2,79.7,0.0
2,224.1,0:04.034,71.5,0.5,99.5,86.49,3919,2,81.1,0.0
2,229.8,0:04.136,74.2,1.8,98.2,83.65,3889,2,82.1,0.0
2,238.3,0:04.290,81.4,5.2,94.8,79.18,3898,2,87.2,0.0
2,243.9,0:04.391,86.2,7.4,92.6,76.15,3904,2,88.2,0.0
2,249.6,0:04.493,91.0,9.7,90.3,73.03,3916,2,83.3,0.0
2,258.2,0:04.647,98.2,13.1,86.9,68.26,3951,2,67.1,0.0
2,263.8,0:04.748,103.0,15.4,84.6,65.12,3986,2,56.4,0.0
2,272.3,0:04.902,110.2,18.8,81.2,60.38,4068,3,49.7,0.0
2,277.9,0:05.003,114.9,21.0,79.0,57.33,4140,3,52.0,0.0
2,283.7,0:05.106,119.8,23.3,76.7,54.29,4229,3,55.5,0.0
2,292.2,0:05.259,127.0,26.7,73.3,49.94,4392,3,53.7,0.0
2,297.9,0:05.362,131.8,29.0,71.0,47.16,4519,3,45.1,0.0
2,306.4,0:05.515,139.0,32.4,67.6,43.29,4732,3,27.7,0.0
2,312.1,0:05.617,143.8,34.7,65.3,40.9,4886,3,19.7,0.0
2,320.6,0:05.770,151.0,38.1,61.9,37.66,5129,3,18.7,0.0
2,326.2,0:05.871,155.7,40.3,59.7,35.76,5293,3,0.0,0.0
2,331.8,0:05.972,160.5,42.6,57.4,34.07,5456,4,0.0,0.0
2,337.5,0:06.075,165.3,44.9,55.1,32.56,5616,4,0.0,0.0
2,345.9,0:06.227,172.4,48.2,51.8,30.78,5840,4,0.0,0.0
2,351.7,0:06.330,177.3,50.5,49.5,29.87,5977,4,0.0,0.0
2,357.3,0:06.431,182.0,52.8,47.2,29.24,6099,4,0.0,0.0
2,365.8,0:06.584,189.2,56.2,43.8,28.75,6255,4,0.0,0.0
2,371.4,0:06.686,194.0,58.4,41.6,28.76,6340,4,0.0,0.0
2,377.2,0:06.789,265.6,93.5,0.0,29.03,7594,6,0.0,10.0
2,385.6,0:06.941,267.6,92.1,0.0,29.92,7578,6,0.0,10.0
2,391.3,0:07.043,269.1,91.2,0.0,30.84,7551,6,0.0,10.0
2,397.0,0:07.146,270.6,90.2,0.0,32.03,7515,6,0.0,10.0
2,405.4,0:07.298,272.8,88.7,0.0,34.26,7445,6,0.0,10.0
2,411.2,0:07.401,274.3,87.7,0.0,36.07,7393,6,0.0,10.0
2,416.8,0:07.502,275.8,86.7,0.0,38.08,7339,6,0.0,10.0
2,425.3,0:07.656,277.9,85.1,0.0,41.56,7262,6,0.0,10.0
2,430.9,0:07.757,279.2,84.0,0.0,44.1,7217,6,0.0,10.0
2,436.7,0:07.860,280.4,83.0,0.0,46.88,7179,6,0.0,10.0
2,445.2,0:08.013,282.1,81.4,0.0,51.33,7143,6,0.0,10.0
2,450.9,0:08.116,283.1,80.4,0.0,54.53,7134,6,0.0,10.0
2,456.6,0:08.218,283.9,79.4,0.0,57.83,7138,6,0.0,10.0
2,465.1,0:08.371,284.9,78.0,0.0,63.0,7169,6,0.0,10.0
2,470.7,0:08.473,285.4,77.1,0.0,66.56,7206,6,0.0,10.0
2,479.2,0:08.626,285.9,75.8,0.0,72.02,7283,6,0.0,10.0
2,484.8,0:08.727,286.0,75.0,0.0,75.68,7346,6,0.0,10.0
2,493.4,0:08.881,286.0,73.9,0.0,81.28,7452,6,0.0,0.0
2,501.9,0:09.034,285.6,72.9,0.0,86.82,7563,6,0.0,0.0
2,507.6,0:09.137,285.2,72.3,0.0,90.49,7636,6,0.0,0.0
2,516.1,0:09.289,284.3,71.5,0.0,95.78,7734,6,0.0,0.0
2,521.8,0:09.392,283.7,71.1,0.0,99.24,7788,6,0.0,0.0
2,530.2,0:09.544,282.6,70.6,0.0,104.12,7848,6,0.0,0.0
2,535.9,0:09.647,281.7,70.3,0.0,107.24,7870,6,0.0,0.0
2,544.4,0:09.799,280.4,70.1,0.0,111.53,7874,6,0.0,0.0
2,552.9,0:09.953,279.1,70.0,0.0,115.42,7843,6,0.0,0.0
2,558.6,0:10.054,278.3,70.0,0.0,117.7,7802,6,0.0,0.0
2,567.1,0:10.208,277.1,70.2,0.0,120.72,7716,6,0.0,0.0
2,572.7,0:10.309,276.3,70.4,0.0,122.38,7645,6,0.0,0.0
2,578.4,0:10.412,275.7,70.7,0.0,123.8,7565,6,0.0,0.0
2,586.9,0:10.564,274.8,71.3,0.0,125.35,7436,6,0.0,0.0
2,592.6,0:10.667,274.4,71.8,0.0,126.02,7348,6,0.0,0.0
2,601.1,0:10.819,274.0,72.6,0.0,126.42,7224,6,0.0,0.0
2,609.6,0:10.973,273.8,73.5,0.0,126.1,7116,6,0.0,0.0
2,618.1,0:11.125,273.9,74.6,0.0,125.06,7034,6,0.0,0.0
2,623.8,0:11.228,274.2,75.4,0.0,123.93,6999,6,0.0,10.0
2,629.4,0:11.330,274.5,76.2,0.0,122.47,6980,6,0.0,10.0
2,637.9,0:11.482,275.2,77.5,0.0,119.69,6984,6,0.0,10.0
2,643.6,0:11.585,275.8,78.4,0.0,117.39,7010,6,0.0,10.0
2,649.2,0:11.686,276.5,79.4,0.0,114.81,7052,6,0.0,10.0
2,654.9,0:11.789,277.3,80.4,0.0,111.87,7109,6,0.0,10.0
2,660.6,0:11.891,278.2,81.4,0.0,108.64,7180,6,0.0,10.0
2,666.3,0:11.993,279.1,82.4,0.0,105.11,7262,6,0.0,10.0
2,672.0,0:12.096,280.0,83.5,0.0,101.26,7352,6,0.0,10.0
2,677.7,0:12.198,280.9,84.5,0.0,97.17,7447,6,0.0,10.0
2,683.3,0:12.300,281.8,85.6,0.0,92.81,7544,6,0.0,10.1
2,691.9,0:12.454,283.2,87.1,0.0,85.77,7683,6,0.0,10.9
2,697.5,0:12.555,284.0,88.2,0.0,80.87,7768,6,0.0,11.7
2,703.2,0:12.658,284.8,89.2,0.0,75.67,7842,6,0.0,12.4
2,708.8,0:12.759,285.5,90.2,0.0,70.38,7903,6,0.0,12.7
2,714.5,0:12.861,286.1,91.2,0.0,64.87,7950,6,0.0,12.4
2,723.1,0:13.015,286.8,92.6,0.0,56.28,7987,6,0.0,10.6
2,728.7,0:13.116,287.1,93.4,0.0,50.49,7990,6,0.0,10.0
2,734.3,0:13.218,287.3,94.3,0.0,44.55,7974,6,0.0,10.0
2,740.1,0:13.321,287.3,95.1,0.0,38.48,7941,6,0.0,10.0
2,745.7,0:13.423,287.2,95.8,0.0,32.41,7891,6,0.0,10.0
2,754.2,0:13.575,286.7,96.9,0.0,23.32,7790,6,0.0,10.0
2,759.9,0:13.678,286.3,97.5,0.0,17.17,7709,6,0.0,10.0
2,765.6,0:13.780,285.6,98.0,0.0,11.09,7621,6,0.0,10.0
2,771.2,0:13.881,284.9,98.5,0.0,5.13,7527,6,0.0,11.2
2,776.9,0:13.984,284.0,98.9,0.0,-0.88,7433,6,0.0,15.0
2,785.3,0:14.136,282.4,99.4,0.0,-9.58,7296,6,0.0,19.6
2,791.0,0:14.238,281.3,99.7,0.0,-15.26,7213,6,0.0,21.1
2,796.7,0:14.341,280.0,99.9,0.0,-20.86,7139,6,0.0,20.8
2,802.4,0:14.443,278.7,100.0,0.0,-26.23,7077,6,0.0,18.7
2,810.8,0:14.595,276.6,100.0,0.0,-33.9,7010,6,0.0,12.6
2,816.6,0:14.698,275.2,99.9,0.0,-38.84,6984,6,0.0,10.0
2,822.2,0:14.799,273.7,99.8,0.0,-43.47,6974,6,0.0,10.0
2,827.8,0:14.901,272.3,99.5,0.0,-47.9,6979,6,0.0,10.0
2,833.6,0:15.004,270.8,99.2,0.0,-52.12,6999,6,0.0,10.0
2,839.2,0:15.106,269.5,98.9,0.0,-56.04,7031,6,0.0,10.0
2,844.8,0:15.207,268.1,98.4,0.0,-59.64,7075,6,0.0,10.0
2,850.5,0:15.309,266.9,97.9,0.0,-63.0,7127,6,0.0,10.0
2,856.2,0:15.412,265.7,97.4,0.0,-66.09,7184,6,0.0,10.0
2,864.7,0:15.564,264.1,96.4,0.0,-70.1,7276,6,0.0,17.2
2,870.3,0:15.666,263.2,95.7,0.0,-72.41,7335,6,0.0,22.7
2,876.1,0:15.769,262.4,94.9,0.0,-74.43,7390,6,0.0,26.3
2,884.5,0:15.921,261.5,93.7,0.0,-76.83,7458,6,0.0,27.0
2,890.2,0:16.023,261.0,92.8,0.0,-78.05,7491,6,0.0,23.9
2,895.9,0:16.126,260.6,91.9,0.0,-78.97,7512,6,0.0,18.6
2,901.6,0:16.228,260.4,91.0,0.0,-79.58,7519,6,0.0,11.7
2,907.2,0:16.329,260.2,90.0,0.0,-79.89,7512,6,0.0,10.0
2,912.8,0:16.431,260.2,89.0,0.0,-79.92,7492,6,0.0,10.0
2,918.6,0:16.534,260.3,88.0,0.0,-79.66,7459,6,0.0,10.0
2,924.2,0:16.636,260.5,86.9,0.0,-79.12,7413,6,0.0,10.0
2,932.8,0:16.790,260.9,85.4,0.0,-77.82,7326,6,0.0,10.0
2,938.4,0:16.891,261.3,84.3,0.0,-76.67,7260,6,0.0,10.0
2,944.1,0:16.994,261.6,83.3,0.0,-75.26,7188,6,0.0,10.0
2,949.8,0:17.096,262.0,82.2,0.0,-73.65,7116,6,0.0,13.3
2,958.2,0:17.248,262.7,80.7,0.0,-70.9,7010,6,0.0,23.8
2,963.9,0:17.351,263.1,79.7,0.0,-68.81,6947,6,0.0,28.4
2,969.6,0:17.452,263.4,78.7,0.0,-66.61,6891,6,0.0,30.0
2,978.1,0:17.606,263.8,77.3,0.0,-63.02,6827,6,0.0,26.5
2,983.8,0:17.708,264.0,76.4,0.0,-60.5,6800,6,0.0,20.8
2,989.4,0:17.810,264.1,75.6,0.0,-57.9,6787,6,0.0,13.4
2,995.2,0:17.913,264.1,74.8,0.0,-55.21,6788,6,0.0,0.0
2,1003.6,0:18.065,263.9,73.7,0.0,-51.17,6815,6,0.0,0.0
2,1009.3,0:18.167,263.5,73.1,0.0,-48.44,6848,6,0.0,0.0
2,1015.0,0:18.270,263.1,72.4,0.0,-45.69,6892,6,0.0,0.0
2,1020.6,0:18.371,262.5,71.9,0.0,-43.03,6945,6,0.0,0.0
2,1026.3,0:18.474,261.7,71.4,0.0,-40.36,7003,6,0.0,0.0
2,1034.8,0:18.626,260.3,70.8,0.0,-36.57,7096,6,0.0,0.0
2,1040.5,0:18.729,259.2,70.5,0.0,-34.12,7156,5,0.0,0.0
2,1046.2,0:18.831,258.0,70.3,0.0,-31.82,7212,5,0.0,0.0
2,1054.6,0:18.983,256.0,70.1,0.0,-28.65,7281,5,0.0,0.0
2,1060.3,0:19.086,254.5,70.0,0.0,-26.7,7313,5,0.0,0.0
2,1066.0,0:19.188,252.9,70.0,0.0,-24.95,7332,5,0.0,0.0
2,1071.7,0:19.290,251.2,70.1,0.0,-23.39,7335,5,0.0,0.0
2,1077.4,0:19.393,237.9,79.2,20.8,-22.03,7118,5,0.0,0.0
2,1083.1,0:19.495,235.5,78.0,22.0,-20.9,7076,5,0.0,0.0
2,1088.7,0:19.597,233.0,76.9,23.1,-20.0,7019,5,0.0,0.0
2,1094.4,0:19.699,230.6,75.7,24.3,-19.34,6947,5,0.0,0.0
2,1100.1,0:19.802,228.1,74.6,25.4,-18.92,6860,5,0.0,0.0
2,1105.8,0:19.904,225.7,73.4,26.6,-18.76,6761,5,0.0,0.0
2,1114.2,0:20.056,222.0,71.7,28.3,-19.01,6594,5,0.0,0.0
2,1119.9,0:20.159,219.5,70.5,29.5,-19.52,6474,5,0.0,0.0
2,1128.4,0:20.312,215.9,68.8,31.2,-20.77,6290,5,0.0,0.0
2,1134.1,0:20.414,213.4,67.6,32.4,-21.94,6168,5,0.0,0.0
2,1142.7,0:20.568,209.7,65.9,34.1,-24.2,5995,5,0.0,0.0
2,1148.3,0:20.669,207.3,64.7,35.3,-26.01,5891,4,0.0,0.0
2,1153.9,0:20.771,204.9,63.6,36.4,-28.09,5798,4,0.0,0.0
2,1162.5,0:20.925,201.2,61.8,38.2,-31.69,5684,4,0.0,0.0
2,1168.2,0:21.027,198.7,60.7,39.3,-34.36,5627,4,0.0,0.0
2,1176.7,0:21.181,195.1,58.9,41.1,-38.82,5571,4,59.3,0.0
2,1185.3,0:21.335,191.4,57.2,42.8,-43.74,5550,4,39.5,0.0
2,1190.9,0:21.437,188.9,56.0,44.0,-47.23,5554,4,25.5,0.0
2,1196.6,0:21.539,122.9,24.8,75.2,-50.88,4441,3,41.9,0.0
2,1205.2,0:21.693,116.7,21.9,78.1,-56.67,4437,3,42.9,0.0
2,1210.8,0:21.794,112.7,20.0,80.0,-60.63,4443,3,50.7,0.0
2,1219.3,0:21.948,106.5,17.1,82.9,-66.85,4453,3,67.3,0.0
2,1224.9,0:22.049,102.5,15.1,84.9,-71.02,4459,2,74.7,0.0
2,1233.4,0:22.202,108.0,17.7,82.3,-77.43,4661,3,64.9,0.0
2,1239.2,0:22.305,112.1,19.7,80.3,-81.78,4792,3,53.6,0.0
2,1244.8,0:22.406,116.1,21.6,78.4,-86.05,4909,3,44.2,0.0
2,1253.3,0:22.560,122.3,24.5,75.5,-92.51,5061,3,40.4,0.0
2,1259.0,0:22.662,126.4,26.4,73.6,-96.72,5142,3,44.0,0.0
2,1267.5,0:22.815,132.5,29.3,70.7,-102.89,5234,3,48.4,0.0
2,1273.2,0:22.918,136.6,31.3,68.7,-106.92,5277,3,45.0,0.0
2,1278.9,0:23.020,140.7,33.2,66.8,-110.77,5304,3,36.0,0.0
2,1287.4,0:23.173,146.8,36.1,63.9,-116.27,5324,3,19.8,0.0
2,1293.1,0:23.276,150.9,38.0,62.0,-119.75,5326,3,13.6,0.0
